COURSE CODE,COURSE TITLE,Credits,CATEGORY
20CS3298P,CYBER PHYSICAL SYSTEMS,0,Professional Elective - 3 (PE3)
21CS3281R,CLOUD & SERVERLESS COMPUTING,0,Professional Elective - 3 (PE3)
21CS3281A,CLOUD & SERVERLESS COMPUTING,0,Professional Elective - 3 (PE3)
21CS3281P,CLOUD & SERVERLESS COMPUTING,0,Professional Elective - 3 (PE3)
21CI3246R,CONTINUOUS DELIVERY & DEVOPS,0,Professional Elective - 3 (PE3)
21CI3246A,CONTINUOUS DELIVERY & DEVOPS,0,Professional Elective - 3 (PE3)
21CI3246P,CONTINUOUS DELIVERY & DEVOPS,0,Professional Elective - 3 (PE3)
21AD3104R,DEEP LEARNING,0,Professional Elective - 3 (PE3)
21AD3104A,DEEP LEARNING,0,Professional Elective - 3 (PE3)
21AD3104P,DEEP LEARNING,0,Professional Elective - 3 (PE3)
21CS3275R,BIG DATA ANALYTICS,0,Professional Elective - 3 (PE3)
21CS3275A,BIG DATA ANALYTICS,0,Professional Elective - 3 (PE3)
21CS3275P,BIG DATA ANALYTICS,0,Professional Elective - 3 (PE3)
21CS3259R,DIGITAL FORENSICS,0,Professional Elective - 3 (PE3)
21CS3259A,DIGITAL FORENSICS,0,Professional Elective - 3 (PE3)
21CS3259P,DIGITAL FORENSICS,0,Professional Elective - 3 (PE3)
21CS3266R,AR & VR APPLICATION DEVELOPMENT,0,Professional Elective - 3 (PE3)
21CS3266A,AR & VR APPLICATION DEVELOPMENT,0,Professional Elective - 3 (PE3)
21CS3266P,AR & VR APPLICATION DEVELOPMENT,0,Professional Elective - 3 (PE3)
21EC4063,"	5G MOBILE, WIRELESS TECHNOLOGIES AND IEEE 802 STANDARDS",0,Professional Elective - 3 (PE3)
21CS3251R,ADVANCE COMPUTER ARCHITECTURE,0,Professional Elective - 4 (PE4)
21CS3251P,ADVANCE COMPUTER ARCHITECTURE,0,Professional Elective - 4 (PE4)
21CS3252R,PARALLEL ALGORITHMS,0,Professional Elective - 4 (PE4)
21CS3252P,PARALLEL ALGORITHMS,0,Professional Elective - 4 (PE4)
21CS3285R,ARCHITECTING CLOUD SOLUTIONS,0,Professional Elective - 4 (PE4)
21CS3257R,SOFTWARE PROJECT MANAGEMENT,0,Professional Elective - 4 (PE4)
21CS3257M,SOFTWARE PROJECT MANAGEMENT,0,Professional Elective - 4 (PE4)
21CS3257P,SOFTWARE PROJECT MANAGEMENT,0,Professional Elective - 4 (PE4)
21CS3231R,VISUAL PROGRAMMING,0,Professional Elective - 4 (PE4)
21CS3270R,COGNITIVE COMPUTING,0,Professional Elective - 4 (PE4)
21CS3270P,COGNITIVE COMPUTING,0,Professional Elective - 4 (PE4)
21CS3271R,PERCEPTION AND COMPUTER VISION,0,Professional Elective - 4 (PE4)
21CS3271P,PERCEPTION AND COMPUTER VISION,0,Professional Elective - 4 (PE4)
21CS3276R,BIG DATA OPTMIZATION,0,Professional Elective - 4 (PE4)
21CS3276P,BIG DATA OPTMIZATION,0,Professional Elective - 4 (PE4)
21CS3277R,BIOINFORMATICS,0,Professional Elective - 4 (PE4)
21CS3284R,DIGITAL MEDIA ANALYTICS,0,Professional Elective - 4 (PE4)
21CS3284P,DIGITAL MEDIA ANALYTICS,0,Professional Elective - 4 (PE4)
21CS3287R,CLOUD SECURITY,0,Professional Elective - 4 (PE4)
21CS3260R,DATABASE & SYSTEM SECURITY,0,Professional Elective - 4 (PE4)
21CS3260P,DATABASE & SYSTEM SECURITY,0,Professional Elective - 4 (PE4)
21CS3261R,PROGRAMMING FOR SMART CONTRACTS,0,Professional Elective - 4 (PE4)
21CS3261P,PROGRAMMING FOR SMART CONTRACTS,0,Professional Elective - 4 (PE4)
21CS3296R,COMPUTER GRAPHICS,0,Professional Elective - 4 (PE4)
21CS3278R,DIGITAL VIDEO PROCESSING,0,Professional Elective - 4 (PE4)
21CS3299R,FOUNDATIONS OF EMBEDDED & HYBRID SYSTEMS,0,Professional Elective - 4 (PE4)
21EC4064,CLOUD-COMPUTING AND NETWORK SECURITY,0,Professional Elective - 4 (PE4)
21CS3250R,CLOUD COMPUTING FOR IOT ENGINEERS,0,Professional Elective - 5 (PE5)
21CS3253R,EDGE COMPUTING,0,Professional Elective - 5 (PE5)
21CS3038R,HIGH PERFORMANCE COMPUTING,0,Professional Elective - 5 (PE5)
21AD3202,NATURAL LANGUAGE PROCESSING,0,Professional Elective - 5 (PE5)
21CS3274R,SPEECH PROCESSING,0,Professional Elective - 5 (PE5)
21CS3272,COMPUTATIONAL EPIDEMIOLOGY,0,Professional Elective - 5 (PE5)
21CS3280R,GRAPH & WEB ANALYTICS,0,Professional Elective - 5 (PE5)
21CS3262R,SECURE SOFTWARE ENGINEERING,0,Professional Elective - 5 (PE5)
21CS3264R,WEB SECURITY,0,Professional Elective - 5 (PE5)
21CS3291R,SECURITY GOVERNANCE & MANAGEMENT,0,Professional Elective - 5 (PE5)
21CS3268R,PRINCIPLES OF GAME DESIGN,0,Professional Elective - 5 (PE5)
21CS3267R,BUSINESS OF GAMES & ENTREPRENEURSHIP ,0,Professional Elective - 5 (PE5)
21CS3279R,ADVANCED DATABASES,0,Professional Elective - 5 (PE5)
21CS3289R,BUSINESS ANALYTICS,0,Professional Elective - 5 (PE5)
21CS3255R,CROSS PLATFORM DEVELOPMENT FRAMEWORKS,0,Professional Elective - 5 (PE5)
21CS3295R,SOFTWARE ARCHITECTURE & DESIGN,0,Professional Elective - 5 (PE5)
21CS3258R,SOFTWARE RELIABILITY ,0,Professional Elective - 5 (PE5)
21CS3265R,WIRELESS SENSOR NETWORKS,0,Professional Elective - 5 (PE5)
21EC4065,IP MULTIMEDIA SUB-SYSTEM AND EMERGING TECHNOLOGIES,0,Professional Elective - 5 (PE5)
21CS3204R,COMPILER DESIGN,0,Flexi Core (FXC)
21CS3204A,COMPILER DESIGN,0,Flexi Core (FXC)
21CS3234A,APPLICATION DEVELOPMENT ON CLOUD,0,Flexi Core (FXC)
21CS3235A,SOLUTION ARCHITECTING ON CLOUD,0,Flexi Core (FXC)
21CS3232R,MACHINE LEARNING,0,Flexi Core (FXC)
21CS3064,UX DESIGN,0,Flexi Core (FXC)
21CS3051,DATA VISUALIZATION TECHNIQUES,0,Flexi Core (FXC)
21CS3066,SOFTWARE VERIFICATION & VALIDATION,0,Flexi Core (FXC)
21CS3016A,.NET PROGRAMMING (EPAM),0,Flexi Core (FXC)
20CS3016R,.NET PROGRAMMING (EPAM),0,Flexi Core (FXC)
20CS3016A,.NET PROGRAMMING (EPAM),0,Flexi Core (FXC)
20CS3016P,.NET PROGRAMMING (EPAM),0,Flexi Core (FXC)
20CS3017A,FRONT END WEB DEVELOPMENT (EPAM),0,Flexi Core (FXC)
20CS3017P,FRONT END WEB DEVELOPMENT (EPAM),0,Flexi Core (FXC)
20CS3018A,SOFTWARE TESTING (EPAM),0,Flexi Core (FXC)
20CS3018P,SOFTWARE TESTING (EPAM),0,Flexi Core (FXC)
20CS3019A,CLOUD DEVOPS (EPAM),0,Flexi Core (FXC)
20CS3019P,CLOUD DEVOPS (EPAM),0,Flexi Core (FXC)
20CS3019R,CLOUD DEVOPS (EPAM),0,Flexi Core (FXC)
21CS3014R,CRM TOOL BASED ADMINISTRATION AND DEVELOPMENT,0,Flexi Core (FXC)
21CS3043R,QUANTUM COMPUTING,0,Flexi Core (FXC)
21IE3042,RESEARCH SEMINAR,0,Project Courses (PR)
21IE3043,TERM PAPER,0,Project Courses (PR)
21IE4150,CAPSTONE PROJECT-1,0,Project Courses (PR)
21IE4150A,CAPSTONE PROJECT-1,0,Project Courses (PR)
21IE4050,PRACTICE SCHOOL,0,Project Courses (PR)
21IE4051,INTERNSHIP - 1,0,Project Courses (PR)
20IE4054,CAPSTONE PROJECT-2,0,Project Courses (PR)
20IE4054A,CAPSTONE PROJECT-2,0,Project Courses (PR)
21IE2040,SOCIAL INTERNSHIP,0,Project Courses (PR)
21IE3041,TECHNICAL INTERNSHIP,0,Project Courses (PR)
SEPH0009,APPLIED PHYSICS,0,Physics Elective (PHY)
21CY1001,ENGINEERING CHEMISTRY,0,Chemistry Elective (CHE)
18CY1005,CHEMISTRY FOR ENGINEERS,0,Chemistry Elective (CHE)
OECE4223M,GEOGRAPHIC INFORMATION SYSTEMS,0,Open Elective 1 (OE1)
OEME4001M,GRAPHIC DESIGN,0,Open Elective 1 (OE1)
21OE4001M,GRAPHIC DESIGN,0,Open Elective 1 (OE1)
OECE4003M,EXPLORING OUR RESPONSES TO CLIMATE CHANGE,0,Open Elective 1 (OE1)
21OE4003M,EXPLORING OUR RESPONSES TO CLIMATE CHANGE,0,Open Elective 1 (OE1)
OEEE0013,RENEWABLE ENERGY RESOURCES,0,Open Elective 1 (OE1)
OECE0004,REMOTE SENSING AND GIS,0,Open Elective 1 (OE1)
OEEE4222M,"ENERGY PRODUCTION, DISTRIBUTION AND SAFETY",0,Open Elective 1 (OE1)
OEBT0001,IPR & PATENT LAWS,0,Open Elective 1 (OE1)
18OE4002M,PHOTOGRAPHY BASICS AND BEYOND FROM SMART PHONE TO DSLR,0,Open Elective 1 (OE1)
21OE4002M,PHOTOGRAPHY BASICS AND BEYOND FROM SMART PHONE TO DSLR,0,Open Elective 1 (OE1)
OEGN0001,NATIONAL CADET CORPS - 1,0,Open Elective 1 (OE1)
OEEC0012,NANO ELECTRONICS,0,Open Elective 1 (OE1)
OEME0015,ROBOTICS,0,Open Elective 1 (OE1)
OEME0015M,ROBOTICS,0,Open Elective 1 (OE1)
OEEC0011,IMAGE PROCESSING,0,Open Elective 1 (OE1)
OECE0002,ENVIRONMENTAL POLLUTION CONTROL METHODS,0,Open Elective 1 (OE1)
21GN40D1,NATIONAL CADET CORPS-1,0,Open Elective 1 (OE1)
21CE40A3,SOLID AND HAZARDOUS WASTE MANAGEMENT,0,Open Elective 2 (OE2)
21OE4007M,GEOGRAPHIC INFORMATION SYSTEMS,0,Open Elective 2 (OE2)
OEVC4002M,PHOTOGRAPHY BASICS,0,Open Elective 2 (OE2)
OEEE4224M,SELF DRIVING CARS,0,Open Elective 2 (OE2)
OEBT0002,BIOMATERIALS,0,Open Elective 2 (OE2)
OEEE0014,ENERGY ESTIMATION AND AUDIT,0,Open Elective 2 (OE2)
OEME0016,MECHATRONICS,0,Open Elective 2 (OE2)
OEME0003M,OPERATIONAL RESEARCH,0,Open Elective 2 (OE2)
OEME0017M,OPERATIONAL RESEARCH,0,Open Elective 2 (OE2)
OECE4221M,CONSTRUCTION MANAGEMENT,0,Open Elective 2 (OE2)
21OE4221M,CONSTRUCTION MANAGEMENT,0,Open Elective 2 (OE2)
OECE0002,ENVIRONMENTAL POLLUTION CONTROL METHODS,0,Open Elective 2 (OE2)
21CE40A2,ENVIRONMENTAL POLLUTION CONTROL METHODS,0,Open Elective 2 (OE2)
OEME0017,OPERATIONS RESEARCH,0,Open Elective 2 (OE2)
OEMB4231M,DIGITAL MARKETING,0,Open Elective 2 (OE2)
21OE4224M,SELF DRIVING CARS,0,Open Elective 2 (OE2)
OEEE4222M,"ENERGY PRODUCTION, DISTRIBUTION AND SAFETY",0,Open Elective 2 (OE2)
21OE4005M,"ENERGY PRODUCTION, DISTRIBUTION AND SAFETY",0,Open Elective 2 (OE2)
OECE0004,REMOTE SENSING AND GIS,0,Open Elective 2 (OE2)
21CE40A4,REMOTE SENSING AND GIS,0,Open Elective 2 (OE2)
21OE4008M,NON-CONVENTIONAL ENERGY RESOURCES,0,Open Elective 2 (OE2)
21ME40B7,HYBRID ELECTRIC VEHICLES,0,Open Elective 3 (OE3)
21OE4232M,LEADING SUSTAINABLE COMMUNITY TRANSFORMATION,0,Open Elective 3 (OE3)
21OE4231M,DIGITAL MARKETING,0,Open Elective 3 (OE3)
21ME40B4,DIGITAL MARKETING,0,Open Elective 3 (OE3)
21ME40B5,MECHATRONICS,0,Open Elective 3 (OE3)
21ME40B6,EDUCATION FOR SUSTAINABLE DEVELOPMENT,0,Open Elective 3 (OE3)
21FL3054,FRENCH LANGUAGE,0,Foreign Language Elective (FLE)
21FL3054M,FRENCH LANGUAGE,0,Foreign Language Elective (FLE)
21FL3058,JAPANESE LANGUAGE,0,Foreign Language Elective (FLE)
21FL3055,GERMAN LANGUAGE,0,Foreign Language Elective (FLE)
21FL3052M,LEARN SPANISH: BASIC SPANISH VOCABULARY,0,Foreign Language Elective (FLE)
21FL3060M,RUSSIAN FOR BEGINNERS,0,Foreign Language Elective (FLE)
21FL3063M,KOREAN LANGUAGE,0,Foreign Language Elective (FLE)
18FL3064M,JAPANESE LANGUAGE,0,Foreign Language Elective (FLE)
21FL3058M,JAPANESE LANGUAGE,0,Foreign Language Elective (FLE)
21FL3062M,SPANISH LANGUAGE,0,Foreign Language Elective (FLE)
21FL3063M,MANDARIN LANGUAGE,0,Foreign Language Elective (FLE)
21FL3053M,LEARN CHINESE: HSK TEST PREPARATION,0,Foreign Language Elective (FLE)
21MB4053,MANAGING PERSONAL FINANCES,0,Management Elective (ME)
21MB4055,ORGANIZATION MANAGEMENT,0,Management Elective (ME)
21MB4058M,SIX SIGMA YELLOW BELT,0,Management Elective (ME)
21MB4059M,SEARCH ENGINE OPTIMIZATION,0,Management Elective (ME)
21MB4060M,FINTECH:FINANCE INDUSTRY TRANSFORMATION AND REGULATION,0,Management Elective (ME)
21MB4056,PARADIGMS IN MANAGEMENT THOUGHT,0,Management Elective (ME)
21UC0008,INDIAN CONSTITUTION,0,Audit Courses (AUD)
20UC0008,INDIAN CONSTITUTION,0,Audit Courses (AUD)
20UC0007,INDIAN HERITAGE & CULTURE,0,Audit Courses (AUD)
21UC0009,ECOLOGY & ENVIRONMENT,0,Audit Courses (AUD)
21UC0012,INNOVATION MANAGEMENT,0,Audit Courses (AUD)
UC0014,ACTIVITY BASED LEARNING,0,Audit Courses (AUD)
21UC0013,GLOBAL LOGIC BUILDING CONTEST PRACTICUM,0,Audit Courses (AUD)
21UC0014,GLOBAL LOGIC BUILDING CONTEST PRACTICUM,0,Audit Courses (AUD)
21CS2EL01A,COMPETITIVE CODING TRAINING-LEVEL 1,0,Placement Training Courses (PTC)
"	21CS2EL01A ",COMPETITIVE CODING TRAINING-LEVEL 1,0,Placement Training Courses (PTC)
OEGN0008,CAMPUS RECRUITMENT TRAINING,0,Placement Training Courses (PTC)
OEGN0010,CAMPUS RECRUITMENT TRAINING,0,Placement Training Courses (PTC)
21CWT002,WTN Training,0,Placement Training Courses (PTC)
21CVQ001,Coding & VQR Training,0,Placement Training Courses (PTC)
21CC3273,RED HAT CERTIFIED SYSTEM ADMINISTRATOR (RHCSA),0,Value Added Courses (VAC)
21CC3259,GOOGLE TENSORFLOW,0,Value Added Courses (VAC)
21CC3268,AUTOMATION ANYWHERE UNIVERSITY CERTIFIED ESSENTIALS RPA PROFESSIONAL,0,Value Added Courses (VAC)
21CC3265,GOOGLE ASSOCIATE CLOUD ENGINEER,0,Value Added Courses (VAC)
21CC3271,SALESFORCE + MULESOFT CERTIFIED DEVELOPER (LEVEL-1),0,Value Added Courses (VAC)
21CC3000,AWS CERTIFIED CLOUD PRACTITIONER (CLF-C01),0,Value Added Courses (VAC)
21CC3010,MICROSOFT CERTIFIED: AZURE DEVELOPER ASSOCIATE (AZ-204),0,Value Added Courses (VAC)
21CC3011,MICROSOFT CERTIFIED: AZURE FUNDAMENTALS (AZ-900),0,Value Added Courses (VAC)
21CC3020,MONGODB CERTIFIED DBA ASSOCIATE LEVEL (C100DBA),0,Value Added Courses (VAC)
21CC3021,MONGODB CERTIFIED DEVELOPER ASSOCIATE (C100DEV),0,Value Added Courses (VAC)
21CC3040,RED HAT CERTIFIED ENTERPRISE APPLICATION DEVELOPER,0,Value Added Courses (VAC)
21CC3001,AWS CERTIFIED DEVELOPER ASSOCIATE,0,Value Added Courses (VAC)
21CC3002,AWS CERTIFIED SOLUTIONS ARCHITECT ASSOCIATE,0,Value Added Courses (VAC)
21CC3012,MICROSOFT CERTIFIED: AZURE AI FUNDAMENTALS (AI-900),0,Value Added Courses (VAC)
21CC3030,CODECHEF CERTIFIED DSA(CCDSAP-FOUNDATION LEVEL),0,Value Added Courses (VAC)
21CC3223,PCAP™ – CERTIFIED ASSOCIATE IN PYTHON PROGRAMMING,0,Value Added Courses (VAC)
21CC3224,C++ CERTIFIED ASSOCIATE PROGRAMMER (CPA),0,Value Added Courses (VAC)
21CC3225,C PROGRAMMING LANGUAGE CERTIFIED ASSOCIATE (CLA),0,Value Added Courses (VAC)
